,Mean,StdDev,5%,95%,ESS_bulk,ESS_tail,R_hat
"beta_language_std[52,11]",0.228824,0.0261904,0.185404,0.271978,12897.9,5373.22,1.00057
"beta_language_std[52,12]",-0.157732,0.0643196,-0.266817,-0.0606149,1652.46,1793.1,1.00561
"beta_language_std[53,1]",0.0875599,0.0272422,0.0429719,0.132719,12499.8,5134.61,0.999981
"beta_language_std[53,2]",0.0473291,0.0265586,0.00395213,0.0906735,13243.2,5433.15,1.00016
"beta_language_std[53,3]",0.173704,0.0289185,0.127192,0.221801,14329.5,5632.89,1.00064
"beta_language_std[53,4]",0.0452349,0.02751,0.000732815,0.0907606,14838.8,5241.61,1.00036
"beta_language_std[53,5]",-0.0390795,0.0267388,-0.083382,0.00564554,14215.6,5706.86,1.00221
"beta_language_std[53,6]",-0.215886,0.0394062,-0.280213,-0.151934,11707.5,5716.4,0.999803
"beta_language_std[53,7]",0.0323867,0.0268259,-0.0120265,0.0763547,15031.6,5692.43,1.00087
"beta_language_std[53,8]",0.050946,0.0272633,0.00636704,0.0959409,14164.2,5899.43,1.0011
"beta_language_std[53,9]",0.0340254,0.0275773,-0.0112237,0.0791888,14543.1,5480.35,1.00156
"beta_language_std[53,10]",-0.0976597,0.0268506,-0.141242,-0.0538163,15310.0,4959.99,1.00138
"beta_language_std[53,11]",0.0234168,0.0225247,-0.0137383,0.0604432,14437.6,5617.8,1.00066
"beta_language_std[53,12]",-0.141977,0.0621126,-0.242254,-0.0413793,1928.18,2144.55,1.00569
"beta_language_std[54,1]",0.0680576,0.0267739,0.0234863,0.111722,16886.7,5989.2,1.00019
"beta_language_std[54,2]",0.0101415,0.0266537,-0.0333563,0.0534156,15510.2,5449.82,1.00106
"beta_language_std[54,3]",0.260275,0.028518,0.214113,0.307559,13928.4,5276.52,1.00005
"beta_language_std[54,4]",0.0305807,0.0271961,-0.0144341,0.0751835,14271.7,5355.45,1.00055
"beta_language_std[54,5]",0.0303069,0.0265494,-0.0126962,0.0746155,12589.0,5118.37,1.00058
"beta_language_std[54,6]",-0.200975,0.0385937,-0.265944,-0.137428,17516.7,6172.5,1.00018
"beta_language_std[54,7]",0.0269714,0.0273847,-0.0178277,0.0722608,13391.9,5614.34,1.00137
"beta_language_std[54,8]",0.0367146,0.027695,-0.00825636,0.0823504,14512.1,5058.32,1.00129
"beta_language_std[54,9]",0.00720613,0.027778,-0.0381326,0.0529991,16160.3,5574.46,1.00039
"beta_language_std[54,10]",-0.11819,0.0261766,-0.161624,-0.0753665,14817.9,6177.37,0.999943
"beta_language_std[54,11]",-0.0098553,0.0222881,-0.0465864,0.0272999,10965.3,4739.62,1.00079
"beta_language_std[54,12]",-0.141233,0.0633289,-0.244914,-0.0391905,2024.81,1718.4,1.0071
"beta_language_std[55,1]",0.124952,0.0270395,0.0804291,0.169841,14717.1,5795.96,1.00073
"beta_language_std[55,2]",-0.0374211,0.0268872,-0.0811158,0.00734688,12575.7,5727.58,1.00062
"beta_language_std[55,3]",0.243771,0.0285104,0.196272,0.291172,17437.6,5443.64,1.00038
"beta_language_std[55,4]",0.0353362,0.0274065,-0.00937116,0.0808969,15055.1,5480.86,1.00034
"beta_language_std[55,5]",0.0965817,0.0268538,0.0531415,0.140861,14237.9,5498.02,1.00065
"beta_language_std[55,6]",-0.136476,0.0389787,-0.200701,-0.0721129,17723.3,6225.4,1.00115
"beta_language_std[55,7]",0.0584338,0.0270112,0.0141308,0.102749,15738.5,6069.88,1.00035
"beta_language_std[55,8]",0.0521951,0.0279791,0.00502566,0.0978408,12670.2,4380.71,1.00046
"beta_language_std[55,9]",-0.0208943,0.027351,-0.0663501,0.0234696,14843.8,6044.0,1.00072
"beta_language_std[55,10]",-0.230032,0.0268099,-0.273628,-0.186063,15010.2,5688.54,1.00021
"beta_language_std[55,11]",-0.0504698,0.0226034,-0.087929,-0.0135167,15704.0,5584.17,1.00074
"beta_language_std[55,12]",-0.135977,0.0620565,-0.234808,-0.032431,1991.99,2125.76,1.00322
"beta_language_std[56,1]",0.100233,0.0265407,0.0557507,0.143302,17105.7,5392.2,1.00153
"beta_language_std[56,2]",-0.0337122,0.0270576,-0.0781202,0.0104948,13793.9,5439.93,1.00136
"beta_language_std[56,3]",0.266512,0.0287061,0.219735,0.313451,15419.7,5171.72,1.0006
"beta_language_std[56,4]",0.0499955,0.0271517,0.00525611,0.0946001,13988.4,5664.95,1.00017
"beta_language_std[56,5]",0.122482,0.026682,0.0790441,0.166468,14247.1,5499.46,1.00179
"beta_language_std[56,6]",-0.168028,0.0387099,-0.232555,-0.104649,16181.4,5728.96,1.00116
"beta_language_std[56,7]",0.0728711,0.0271509,0.0281107,0.117903,14576.4,5849.78,0.99988
"beta_language_std[56,8]",0.0509052,0.0278703,0.00529829,0.0967621,13157.4,4967.89,1.00041
"beta_language_std[56,9]",-0.0239285,0.0272646,-0.0694051,0.0215873,14301.4,5791.39,1.00039
"beta_language_std[56,10]",-0.263697,0.0266188,-0.307712,-0.220022,12514.5,5576.97,1.00122
"beta_language_std[56,11]",-0.0366916,0.0220996,-0.072962,-0.0010558,14196.5,5721.38,1.00078
"beta_language_std[56,12]",-0.136942,0.0637566,-0.240557,-0.0307017,1857.75,1558.84,1.00427
"beta_language_std[57,1]",0.164773,0.0274352,0.119997,0.209789,13405.3,5232.4,1.00097
"beta_language_std[57,2]",-0.00173423,0.027645,-0.0464287,0.0437179,13815.8,4793.08,1.0007
"beta_language_std[57,3]",0.395807,0.0303795,0.346377,0.445389,17615.0,4980.77,1.00178
"beta_language_std[57,4]",0.0690441,0.0280682,0.0233605,0.114972,14275.0,5350.03,1.00143
"beta_language_std[57,5]",0.265094,0.0284939,0.218485,0.312623,13560.8,5276.2,1.00049
"beta_language_std[57,6]",-0.300146,0.0392871,-0.36497,-0.236053,14867.2,6204.42,1.00021
"beta_language_std[57,7]",0.0724719,0.0279837,0.0254967,0.118612,16153.7,4929.3,1.00015
"beta_language_std[57,8]",0.0625497,0.027914,0.0168506,0.108744,18226.4,6025.03,1.00012
"beta_language_std[57,9]",-0.061316,0.0284968,-0.107369,-0.0146413,14406.6,5716.3,1.00035
"beta_language_std[57,10]",-0.4308,0.0262245,-0.47399,-0.387723,13794.2,5556.28,1.00112
"beta_language_std[57,11]",-0.107381,0.0222183,-0.143863,-0.0707889,13363.0,5881.11,1.00171
"beta_language_std[57,12]",-0.128362,0.0630175,-0.222334,-0.0211228,2062.08,1596.98,1.00766
"beta_language_std[58,1]",0.124723,0.0273094,0.0801156,0.169658,13389.1,5848.97,0.999915
"beta_language_std[58,2]",-0.0162763,0.0271684,-0.0598723,0.0288269,15251.2,4713.61,1.00054
"beta_language_std[58,3]",0.453283,0.0299976,0.403608,0.503034,16351.8,5571.89,1.0007
"beta_language_std[58,4]",0.008225,0.0283401,-0.0377007,0.055081,13103.2,5586.84,1.00153
"beta_language_std[58,5]",0.118833,0.0277943,0.0732183,0.164465,15141.6,5511.34,1.00086
"beta_language_std[58,6]",-0.276466,0.0397798,-0.341406,-0.210779,14514.8,5970.65,1.00055
"beta_language_std[58,7]",0.105879,0.0278347,0.0593737,0.15222,13810.0,5279.85,1.00188
"beta_language_std[58,8]",0.0381515,0.0280671,-0.00864673,0.0851314,15768.1,5828.04,1.0002
"beta_language_std[58,9]",0.0172143,0.0283008,-0.0296811,0.064804,18596.0,5901.39,1.0006
"beta_language_std[58,10]",-0.391816,0.0270534,-0.436825,-0.347488,15307.7,5102.95,1.00034
"beta_language_std[58,11]",-0.0475003,0.022529,-0.0842726,-0.0102852,13255.6,5748.35,1.00131
"beta_language_std[58,12]",-0.13425,0.0625291,-0.232173,-0.0300295,1876.94,1686.1,1.00808
"beta_language_std[59,1]",0.126071,0.0273915,0.0804672,0.171086,13518.1,5745.46,1.00041
"beta_language_std[59,2]",0.171471,0.0270723,0.127216,0.215151,14659.4,5522.54,1.00082
"beta_language_std[59,3]",0.122123,0.028192,0.0760401,0.167986,15850.8,6141.47,1.00035
"beta_language_std[59,4]",0.150234,0.0284317,0.103189,0.197243,12282.2,5187.02,1.00111
"beta_language_std[59,5]",0.0793029,0.0273595,0.034803,0.124672,13826.1,5671.19,1.00016
"beta_language_std[59,6]",-0.202491,0.0385348,-0.265845,-0.139884,15541.5,5708.62,1.00033
"beta_language_std[59,7]",-0.221589,0.0276057,-0.267661,-0.176445,10992.7,4763.47,0.999727
"beta_language_std[59,8]",0.181568,0.0283582,0.135318,0.228593,14858.5,5132.07,0.999943
"beta_language_std[59,9]",-0.264504,0.0285508,-0.312063,-0.217802,12380.2,5698.46,1.00051
"beta_language_std[59,10]",0.00139086,0.0274807,-0.044434,0.0470158,14187.5,5665.82,1.00042
"beta_language_std[59,11]",0.000549382,0.022314,-0.0363503,0.037017,11561.2,5702.74,1.00026
"beta_language_std[59,12]",-0.144125,0.0643154,-0.249995,-0.0418526,1853.78,1437.83,1.00571
"beta_language_std[60,1]",0.188538,0.0281207,0.142252,0.235072,14794.9,5558.14,1.00033
"beta_language_std[60,2]",0.18791,0.0273335,0.143399,0.233083,14595.1,5903.09,1.0008
"beta_language_std[60,3]",0.221615,0.0285814,0.173991,0.268168,15768.4,5809.98,1.00024
"beta_language_std[60,4]",0.211201,0.0283892,0.164217,0.257252,11623.1,5840.44,1.00049
"beta_language_std[60,5]",0.116657,0.0273385,0.0714757,0.161806,11877.1,5730.1,1.00065
"beta_language_std[60,6]",-0.481442,0.0388315,-0.544435,-0.417919,16552.1,6077.24,0.999999
"beta_language_std[60,7]",-0.161047,0.0278319,-0.207284,-0.114956,14892.9,5794.82,1.00014
"beta_language_std[60,8]",0.287648,0.0291077,0.239849,0.335402,13358.8,5203.67,1.00229
"beta_language_std[60,9]",-0.256237,0.0281976,-0.302954,-0.209815,12776.9,5797.01,1.00085
"beta_language_std[60,10]",-0.230091,0.0262048,-0.272826,-0.187419,13616.5,5804.2,1.00052
"beta_language_std[60,11]",0.0518585,0.0221224,0.0156081,0.0883111,13207.4,6010.6,1.00053
"beta_language_std[60,12]",-0.136612,0.0631348,-0.237508,-0.0345785,1954.35,1868.51,1.0054
"beta_language_std[61,1]",0.0729263,0.0269637,0.0286756,0.117261,14949.7,5148.91,1.00074
"beta_language_std[61,2]",-0.00181871,0.026836,-0.0459332,0.0421048,14594.7,5581.52,0.99997
"beta_language_std[61,3]",0.2674,0.027969,0.22023,0.313463,13284.4,4356.86,1.00027
"beta_language_std[61,4]",-0.0243633,0.0268411,-0.0683072,0.0199803,13118.1,4513.07,1.00136
"beta_language_std[61,5]",0.0570172,0.0272561,0.0120862,0.101623,14348.6,5293.79,1.00191
"beta_language_std[61,6]",-0.114552,0.0378094,-0.176558,-0.0518891,14096.5,6183.65,0.999966
"beta_language_std[61,7]",0.0709868,0.0270325,0.0264971,0.115865,14248.9,6011.46,1.00001
"beta_language_std[61,8]",0.0024014,0.0275047,-0.042027,0.0480214,14822.0,6153.88,0.999946
"beta_language_std[61,9]",0.000271603,0.0278331,-0.0456439,0.0460384,13407.2,4326.99,1.0001
"beta_language_std[61,10]",-0.201073,0.0263737,-0.244154,-0.157695,15839.9,5615.74,1.00017
"beta_language_std[61,11]",0.0110205,0.0220273,-0.0252891,0.0477493,14421.9,4971.31,1.00119
"beta_language_std[61,12]",-0.140216,0.0620345,-0.23982,-0.0379262,1963.49,1992.46,1.00391
"beta_language_std[62,1]",0.0795595,0.0271384,0.0356413,0.124249,16358.8,5556.76,1.00076
"beta_language_std[62,2]",-0.000195924,0.026889,-0.0445717,0.0434458,12190.1,5863.35,1.00035
"beta_language_std[62,3]",0.266612,0.0287095,0.220593,0.31346,14742.4,5626.19,0.999868
"beta_language_std[62,4]",-0.0318134,0.0276183,-0.0772142,0.0133873,16167.3,4987.81,0.999812
"beta_language_std[62,5]",0.0608028,0.0266809,0.0165345,0.104956,13323.3,5156.7,1.00091
"beta_language_std[62,6]",-0.183984,0.0385746,-0.247186,-0.120656,16617.7,6270.74,1.00053
"beta_language_std[62,7]",0.0399517,0.0264795,-0.00308436,0.0832946,13834.0,5602.94,1.00118
"beta_language_std[62,8]",0.0371543,0.0274553,-0.00730529,0.0823252,14453.5,5048.55,1.00069
"beta_language_std[62,9]",0.0565707,0.0276348,0.0115908,0.101764,17848.0,5500.46,1.00189
"beta_language_std[62,10]",-0.217612,0.0271112,-0.26279,-0.17304,15646.7,5104.8,1.00036
"beta_language_std[62,11]",0.0321032,0.0222432,-0.00432805,0.0681951,14166.8,5727.94,1.0007
"beta_language_std[62,12]",-0.139148,0.0627517,-0.241504,-0.0345134,1968.73,2590.43,1.00376
"beta_language_std[63,1]",0.0731029,0.0267836,0.0289886,0.116509,13608.0,5722.34,0.999965
"beta_language_std[63,2]",0.160406,0.0275742,0.115447,0.205744,13504.7,5056.54,0.999933
"beta_language_std[63,3]",0.255621,0.0282717,0.209244,0.301862,15749.3,5700.09,1.00027
"beta_language_std[63,4]",-0.0932244,0.0274313,-0.138744,-0.0478183,15724.4,5922.75,1.00124
"beta_language_std[63,5]",0.138207,0.0271293,0.0933064,0.182291,13672.4,4583.82,0.999877
"beta_language_std[63,6]",-0.241747,0.0376344,-0.303858,-0.179672,15698.3,6074.4,1.00123
"beta_language_std[63,7]",0.055233,0.027146,0.0111122,0.0995654,13756.9,5431.23,1.00037
"beta_language_std[63,8]",-0.00989508,0.0272628,-0.0549293,0.0348433,13090.6,5274.38,1.00207
"beta_language_std[63,9]",0.0820691,0.0279949,0.0364849,0.128076,12595.5,5539.48,1.00185
"beta_language_std[63,10]",-0.340822,0.0252562,-0.38179,-0.299141,14198.3,5993.01,1.00076
"beta_language_std[63,11]",0.0606844,0.0230407,0.0225734,0.0988868,10524.1,6085.3,1.00072
"beta_language_std[63,12]",-0.139634,0.0628355,-0.241698,-0.0372255,1821.5,1934.08,1.00527
"beta_language_std[64,1]",0.0919736,0.0271881,0.0476583,0.13681,15461.3,5424.91,1.00071
"beta_language_std[64,2]",0.0733973,0.0270517,0.0286084,0.117898,12641.7,5089.4,1.00137
"beta_language_std[64,3]",0.333393,0.0287266,0.286522,0.381131,15170.0,6074.82,1.00128
"beta_language_std[64,4]",0.00646383,0.0276751,-0.0389153,0.052947,12495.1,5741.9,1.00108
"beta_language_std[64,5]",0.0302462,0.0276094,-0.0158326,0.075744,17085.1,5501.29,1.00049
"beta_language_std[64,6]",-0.262747,0.0378454,-0.3247,-0.20114,16148.5,6068.89,1.00169
"beta_language_std[64,7]",0.0368728,0.0270002,-0.00787289,0.0812906,13893.7,5342.98,1.00039
"beta_language_std[64,8]",0.0127056,0.0277314,-0.0328441,0.0586452,14911.5,4985.71,1.00013
"beta_language_std[64,9]",0.0504522,0.0274062,0.00559645,0.0956708,14168.7,5365.92,1.00069
"beta_language_std[64,10]",-0.255188,0.0280376,-0.301657,-0.209087,14324.3,5910.24,1.00013
"beta_language_std[64,11]",0.0225805,0.0247639,-0.0178508,0.0634097,12659.6,5273.99,0.999975
"beta_language_std[64,12]",-0.140151,0.0634188,-0.243317,-0.0369408,2106.66,1928.36,1.00799
"beta_language_std[65,1]",0.104956,0.028401,0.0590754,0.151991,14832.8,5563.09,1.00042
"beta_language_std[65,2]",0.306054,0.0293336,0.258373,0.354303,13449.1,5566.3,1.00059
"beta_language_std[65,3]",0.380828,0.0305391,0.331775,0.430758,14148.7,5516.09,1.00079
"beta_language_std[65,4]",-0.0926576,0.0277623,-0.138713,-0.0468392,14257.7,5719.0,1.00034
"beta_language_std[65,5]",0.163659,0.0282707,0.117252,0.210018,13748.3,5661.79,1.00035
"beta_language_std[65,6]",-0.403276,0.0389026,-0.466865,-0.33818,14716.9,6330.71,1.0
"beta_language_std[65,7]",0.0729534,0.0287825,0.0259114,0.119918,16959.4,5576.45,1.00216
"beta_language_std[65,8]",-0.0492546,0.0289391,-0.0967213,-0.00158423,15250.3,5734.52,0.999972
"beta_language_std[65,9]",0.125074,0.0292895,0.0772851,0.173828,12892.7,5139.25,1.00136
"beta_language_std[65,10]",-0.463206,0.0281425,-0.509225,-0.416737,17243.4,5841.46,1.00097
"beta_language_std[65,11]",-0.00704874,0.0246792,-0.0473318,0.0330224,13370.2,4869.2,1.00092
"beta_language_std[65,12]",-0.138081,0.0609894,-0.23485,-0.0392455,1826.41,2248.09,1.0079
"beta_language_std[66,1]",0.0127871,0.0304177,-0.0367031,0.0629839,13680.9,5816.55,1.00074
"beta_language_std[66,2]",0.354739,0.0340783,0.299632,0.411797,19715.8,5999.94,1.00042
"beta_language_std[66,3]",0.292394,0.0336719,0.238156,0.348157,15638.2,5841.9,1.00029
"beta_language_std[66,4]",-0.133829,0.0297472,-0.18259,-0.0850448,13676.3,4812.63,1.00078
"beta_language_std[66,5]",0.212398,0.0314778,0.161542,0.263862,16591.1,5474.78,1.0013
"beta_language_std[66,6]",-0.396168,0.0399135,-0.463352,-0.330328,15578.5,5380.91,1.00039
"beta_language_std[66,7]",0.0210053,0.0304657,-0.0282938,0.0704646,15445.5,5391.88,1.00011
"beta_language_std[66,8]",-0.149737,0.030717,-0.200346,-0.0986797,16131.8,5282.95,1.0003
"beta_language_std[66,9]",0.249826,0.0334474,0.195525,0.30595,15094.9,5618.84,1.00063
"beta_language_std[66,10]",-0.381412,0.0293515,-0.429019,-0.333549,14889.3,6090.53,1.00004
"beta_language_std[66,11]",0.060916,0.0256773,0.0188765,0.102996,15124.4,5707.94,1.00168
"beta_language_std[66,12]",-0.142918,0.0620459,-0.245804,-0.0416706,2044.86,2152.02,1.00583
"beta_language_std[67,1]",0.0540927,0.0276365,0.00868812,0.0999537,16359.0,5449.54,1.00014
"beta_language_std[67,2]",0.136288,0.0284124,0.0894841,0.183169,13808.5,5041.62,1.00081
"beta_language_std[67,3]",0.361829,0.0308508,0.311489,0.412941,15818.5,5744.0,0.999854
"beta_language_std[67,4]",-0.0166662,0.027569,-0.0625697,0.0284108,13761.2,4879.2,1.00103
"beta_language_std[67,5]",0.112822,0.0275588,0.0665995,0.157836,13367.9,4986.14,1.00115
"beta_language_std[67,6]",-0.277106,0.0393506,-0.340722,-0.212776,15958.4,6215.22,1.00022
"beta_language_std[67,7]",0.0454299,0.0289688,-0.00161248,0.0935108,16010.4,5700.56,0.999905
"beta_language_std[67,8]",0.0179278,0.0288452,-0.0291661,0.0649156,13899.2,5478.04,1.00004
"beta_language_std[67,9]",0.0558855,0.0295999,0.0072317,0.105464,14385.8,4584.51,1.00181
"beta_language_std[67,10]",-0.357507,0.0273435,-0.402636,-0.312387,16393.0,5811.72,0.999878
"beta_language_std[67,11]",0.00661877,0.0230749,-0.0313763,0.0442805,15083.8,5538.42,1.00122
"beta_language_std[67,12]",-0.139614,0.06318,-0.241934,-0.0387201,2241.79,2143.57,1.00697
"beta_language_std[68,1]",0.118493,0.0277148,0.0731051,0.163849,13544.1,5055.19,1.00055
"beta_language_std[68,2]",0.157453,0.0280314,0.11134,0.2033,15791.9,5755.4,0.999764
"beta_language_std[68,3]",0.250275,0.0297432,0.201512,0.299388,14291.9,5169.5,1.00026
"beta_language_std[68,4]",-0.107784,0.0281621,-0.154179,-0.0607734,13019.3,4933.81,1.00188
"beta_language_std[68,5]",0.125719,0.0266401,0.0815587,0.169688,14726.6,5452.51,1.00142
"beta_language_std[68,6]",-0.31349,0.0391658,-0.377347,-0.248684,15308.9,5828.7,1.00084
"beta_language_std[68,7]",0.0497443,0.0273814,0.00503595,0.0950431,13670.5,5105.72,1.00001
"beta_language_std[68,8]",-0.00201476,0.0284274,-0.0491055,0.0451357,15720.9,5248.77,1.00071
"beta_language_std[68,9]",0.0775715,0.0284251,0.0306096,0.124774,16064.2,5639.58,1.00016
"beta_language_std[68,10]",-0.319197,0.0270784,-0.363763,-0.274665,14214.0,5208.73,0.999818
"beta_language_std[68,11]",0.102604,0.0235544,0.0635658,0.142238,14355.0,5351.79,1.00037
"beta_language_std[68,12]",-0.139374,0.0615442,-0.2383,-0.0426728,1766.91,2043.93,1.00505
"beta_language_std[69,1]",0.0625881,0.0265041,0.018832,0.106116,16165.6,5131.11,1.00116
"beta_language_std[69,2]",-0.00666791,0.0266405,-0.0494932,0.0369958,14975.4,5650.77,1.00009
"beta_language_std[69,3]",0.260973,0.0281463,0.215698,0.307772,14842.8,5957.92,1.00021
"beta_language_std[69,4]",-0.0454773,0.027411,-0.0907174,-0.00105643,16542.1,5851.98,1.00036
"beta_language_std[69,5]",0.0355988,0.0263694,-0.00775,0.0796812,17164.6,5733.93,1.00054
"beta_language_std[69,6]",-0.116602,0.0385576,-0.180303,-0.0532176,14454.4,5628.63,1.00029
"beta_language_std[69,7]",0.0435626,0.0263796,0.000967163,0.0871316,12837.1,5360.99,1.00011
"beta_language_std[69,8]",0.0217965,0.0273511,-0.0231348,0.0664615,12455.6,5794.27,1.0003
"beta_language_std[69,9]",0.0314994,0.0281425,-0.0156238,0.0787706,16976.0,5042.59,1.00145
"beta_language_std[69,10]",-0.124815,0.0259503,-0.167798,-0.0821745,13858.1,6065.89,1.00012
"beta_language_std[69,11]",-0.0203175,0.0217679,-0.0558213,0.0155825,13605.6,5330.01,0.999855
"beta_language_std[69,12]",-0.142139,0.0621236,-0.242381,-0.0413507,2127.23,2417.24,1.0057
"beta_language_std[70,1]",0.0800724,0.0264536,0.0369406,0.122764,13184.0,5742.53,1.00045
"beta_language_std[70,2]",0.0393571,0.0257772,-0.00328251,0.0821704,15016.8,6158.51,1.00038
"beta_language_std[70,3]",0.152555,0.0287033,0.104482,0.199657,14786.0,4802.2,1.00154
"beta_language_std[70,4]",0.020131,0.0273159,-0.0240782,0.0654976,12916.0,5993.6,1.0009
"beta_language_std[70,5]",0.0184977,0.0268143,-0.0261465,0.0624249,15713.4,6090.03,1.00017
"beta_language_std[70,6]",-0.130909,0.0397348,-0.196788,-0.0653854,14984.0,6009.46,1.00037
"beta_language_std[70,7]",0.034473,0.0266434,-0.00961331,0.078004,15856.5,5466.65,1.00037
"beta_language_std[70,8]",-0.0209303,0.0274029,-0.0660283,0.0242271,14773.7,5896.18,1.00172
"beta_language_std[70,9]",0.0271116,0.0277489,-0.0185144,0.0727968,16642.5,5877.21,1.00009
"beta_language_std[70,10]",-0.0858792,0.0267186,-0.129483,-0.0427106,13982.3,5778.94,1.0011
"beta_language_std[70,11]",0.00656316,0.022026,-0.0303458,0.0420967,11133.4,5722.83,1.00083
"beta_language_std[70,12]",-0.141043,0.0612174,-0.23954,-0.0438923,2197.7,1867.43,1.00745
"beta_language_std[71,1]",0.0510577,0.0271928,0.00670048,0.0953897,12873.0,5876.89,0.999985
"beta_language_std[71,2]",0.0419194,0.027284,-0.00291852,0.0869074,11701.2,5855.75,1.00048
"beta_language_std[71,3]",0.366048,0.0294448,0.318387,0.414774,13728.5,5146.91,0.999863
"beta_language_std[71,4]",0.0148363,0.027554,-0.0298394,0.0603338,12663.6,4576.21,1.0001
"beta_language_std[71,5]",0.0994635,0.027,0.0553771,0.143682,14919.8,5866.01,1.00087
"beta_language_std[71,6]",-0.210484,0.0387014,-0.274453,-0.14758,13009.4,4908.29,1.00148
"beta_language_std[71,7]",0.0794779,0.0269648,0.0349336,0.123884,13078.6,6136.31,1.00017
"beta_language_std[71,8]",0.00339932,0.0281489,-0.0431069,0.0492712,13825.0,5335.03,1.00023
"beta_language_std[71,9]",0.0283387,0.0276438,-0.0166659,0.073731,15829.3,5670.22,1.00104
"beta_language_std[71,10]",-0.331831,0.0258496,-0.373989,-0.289311,13908.8,5674.44,0.999889
"beta_language_std[71,11]",-0.00463559,0.0231839,-0.0424396,0.0336955,12866.1,5134.18,1.00058
"beta_language_std[71,12]",-0.137589,0.0640378,-0.239504,-0.0343417,1935.66,1669.33,1.00517
"beta_language_std[72,1]",0.0166458,0.030734,-0.0332238,0.066887,13013.5,4932.92,1.00079
"beta_language_std[72,2]",0.333211,0.033863,0.278591,0.388735,16077.0,5545.99,1.00016
"beta_language_std[72,3]",0.27361,0.0339652,0.217566,0.330346,14352.4,5838.11,1.00149
"beta_language_std[72,4]",-0.127822,0.0308263,-0.178614,-0.0768353,15750.0,5988.98,1.00156
"beta_language_std[72,5]",0.224819,0.0320163,0.172336,0.277783,15822.3,6049.01,0.999882
"beta_language_std[72,6]",-0.399918,0.0414606,-0.468562,-0.331655,15797.3,5448.98,1.00016
"beta_language_std[72,7]",0.0334709,0.0310212,-0.016915,0.0846151,14919.3,5234.43,1.00024
"beta_language_std[72,8]",-0.133483,0.0312741,-0.185891,-0.0823881,15589.6,5666.67,1.00044
"beta_language_std[72,9]",0.258082,0.0335276,0.203498,0.313741,14110.7,5770.45,1.00007
"beta_language_std[72,10]",-0.402125,0.0300951,-0.451294,-0.3528,15119.9,4877.79,1.00023
"beta_language_std[72,11]",0.0659229,0.0262278,0.0225328,0.109238,17039.8,5639.69,1.00018
"beta_language_std[72,12]",-0.142414,0.0624959,-0.24399,-0.0427294,1923.81,2050.54,1.00691
"beta_language_std[73,1]",0.0345377,0.0298585,-0.0149722,0.0839795,15256.7,4810.54,1.00197
"beta_language_std[73,2]",0.315668,0.0318848,0.263783,0.368973,15507.1,5523.1,1.00217
"beta_language_std[73,3]",0.346225,0.0333086,0.292214,0.401528,14449.7,5107.67,0.999916
"beta_language_std[73,4]",-0.128742,0.0300113,-0.177561,-0.0791481,13662.7,5682.12,1.00034
"beta_language_std[73,5]",0.178631,0.0313373,0.127255,0.228741,14463.6,5308.37,1.00114
"beta_language_std[73,6]",-0.364008,0.0412879,-0.431478,-0.295415,12153.6,6008.81,1.00028
"beta_language_std[73,7]",0.0167456,0.0303359,-0.0325879,0.0660904,13551.9,5283.77,1.00104
"beta_language_std[73,8]",-0.109241,0.030584,-0.160636,-0.0593231,16173.3,5716.97,1.00068
"beta_language_std[73,9]",0.214013,0.0323875,0.161402,0.267106,15036.1,5671.42,1.00006
"beta_language_std[73,10]",-0.422856,0.0283145,-0.469361,-0.376094,14934.5,5387.66,1.00064
"beta_language_std[73,11]",0.0609347,0.0249929,0.0197389,0.102563,16313.9,5119.63,1.00208
"beta_language_std[73,12]",-0.141908,0.0616067,-0.242614,-0.0403229,2136.47,2298.37,1.00646
"beta_language_std[74,1]",0.00581777,0.0298515,-0.0435992,0.0553003,12991.8,4886.55,1.00117
"beta_language_std[74,2]",0.335109,0.0329295,0.281474,0.389564,15904.6,5584.74,1.00004
"beta_language_std[74,3]",0.260348,0.0332946,0.205299,0.315555,15100.9,5508.04,1.00158
"beta_language_std[74,4]",-0.0989207,0.029216,-0.147439,-0.0503967,15806.9,5765.36,1.0012
"beta_language_std[74,5]",0.18234,0.0306613,0.133,0.232801,16883.6,6343.98,1.00073
"beta_language_std[74,6]",-0.44632,0.0405527,-0.514541,-0.379709,14513.8,6445.97,1.00036
"beta_language_std[74,7]",-0.00981922,0.030487,-0.0599145,0.0407077,14444.4,4594.59,1.00083
"beta_language_std[74,8]",-0.0724905,0.0310499,-0.123923,-0.0215224,14487.8,5723.2,1.00082
"beta_language_std[74,9]",0.196261,0.0321172,0.143676,0.249548,14877.9,5908.86,1.0002
"beta_language_std[74,10]",-0.323273,0.0281966,-0.369903,-0.276813,13642.5,6355.75,0.999813
"beta_language_std[74,11]",0.114622,0.025862,0.0715778,0.157451,12584.2,4963.13,1.00052
"beta_language_std[74,12]",-0.143675,0.0627609,-0.246644,-0.043353,1691.76,1820.11,1.00642
"beta_language_std[75,1]",0.0900853,0.0279036,0.0449464,0.136227,14834.6,6152.64,1.00145
"beta_language_std[75,2]",0.0782053,0.0279385,0.0323855,0.124855,14716.1,5475.85,1.00063
"beta_language_std[75,3]",0.3363,0.0304397,0.286332,0.386418,14173.3,5579.21,1.00102
"beta_language_std[75,4]",-0.0560716,0.027279,-0.101411,-0.0120914,14879.5,5726.61,1.00156
