,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
y_pred[14628],0.849687,0.00118674,0.105825,0.098736,0.642624,0.872154,0.978095,7852.49,7898.62,1.00016
y_pred[14629],0.852356,0.0011338,0.102177,0.0940739,0.654763,0.874119,0.977175,8154.52,7725.03,0.999799
y_pred[14630],0.85173,0.00123197,0.104129,0.0980362,0.648659,0.873233,0.978579,7375.21,7439.61,1.0003
y_pred[14631],0.752583,0.0009679,0.0854912,0.0864163,0.59988,0.759755,0.8806,7832.12,7575.64,1.0003
y_pred[14632],0.751545,0.000980672,0.085524,0.0850405,0.597423,0.758122,0.880062,7661.0,7290.61,1.00022
y_pred[14633],0.752833,0.000969074,0.0831382,0.0834793,0.606879,0.759391,0.877955,7393.17,7675.95,1.00027
y_pred[14634],0.752397,0.000938989,0.0838103,0.085397,0.602204,0.758741,0.876493,8010.58,7269.37,1.00007
y_pred[14635],0.750545,0.000956548,0.0845464,0.0863214,0.601702,0.755753,0.877739,7734.92,7964.48,1.00038
y_pred[14636],0.751625,0.000955434,0.0847874,0.086549,0.602663,0.758283,0.880045,7839.87,8027.32,0.999827
y_pred[14637],0.750937,0.000963973,0.0854272,0.0868166,0.600329,0.757037,0.878071,7842.05,7886.89,0.99999
y_pred[14638],0.751809,0.000958465,0.084819,0.0850894,0.598824,0.758163,0.878381,7722.19,7308.65,1.00012
y_pred[14639],0.750723,0.000940988,0.0846592,0.0855631,0.600258,0.756479,0.877143,8129.62,7686.92,1.00042
y_pred[14640],0.752006,0.000950251,0.0846461,0.0856587,0.600801,0.758485,0.877541,7937.77,7648.17,1.00045
y_pred[14641],0.661054,0.00104043,0.0936258,0.0960532,0.498731,0.664955,0.808262,8120.04,7808.64,1.00044
y_pred[14642],0.663262,0.00104621,0.0928242,0.095859,0.505771,0.667301,0.80769,7901.85,7885.23,1.00025
y_pred[14643],0.659846,0.00106429,0.0945583,0.0967626,0.498399,0.664531,0.806122,7964.99,7752.54,1.00032
y_pred[14644],0.661556,0.0010368,0.0934675,0.0948612,0.499194,0.666839,0.808414,8094.34,7744.2,1.00012
y_pred[14645],0.662093,0.00102923,0.0928326,0.0954654,0.503488,0.665993,0.807627,8142.82,7969.38,1.00007
y_pred[14646],0.661003,0.00105879,0.0933401,0.0957026,0.499409,0.663647,0.807001,7929.57,7809.09,0.999902
y_pred[14647],0.662652,0.00108018,0.0923776,0.0936833,0.502314,0.667075,0.807904,7309.96,7889.09,1.00004
y_pred[14648],0.660685,0.00113146,0.0932686,0.0943119,0.49988,0.66515,0.80786,6867.49,7757.8,1.0001
y_pred[14649],0.661288,0.00102943,0.092841,0.0932192,0.501267,0.666289,0.805595,8142.75,7619.81,1.00013
y_pred[14650],0.662678,0.00103613,0.0928945,0.0945825,0.503002,0.66789,0.807726,8045.01,7480.75,1.00075
y_pred[14651],0.357607,0.00142842,0.132021,0.136513,0.157177,0.348533,0.593846,8537.24,7722.01,0.999907
y_pred[14652],0.356209,0.00150364,0.133829,0.138055,0.14843,0.348111,0.59247,8003.4,7950.8,1.00017
y_pred[14653],0.356391,0.00143685,0.131077,0.137252,0.153361,0.349841,0.583635,8329.09,7720.59,0.999938
y_pred[14654],0.35786,0.00152437,0.13175,0.137455,0.156933,0.349799,0.586316,7462.84,7661.71,1.0006
y_pred[14655],0.358707,0.00144601,0.130773,0.136072,0.155317,0.351849,0.587561,8122.18,7661.83,1.00023
y_pred[14656],0.358054,0.00150283,0.133299,0.137329,0.150846,0.35134,0.589099,7862.93,7828.53,1.00006
y_pred[14657],0.358924,0.00147697,0.132289,0.140752,0.157537,0.350378,0.589285,8055.15,7818.8,1.00014
y_pred[14658],0.356669,0.00147933,0.131705,0.136264,0.155847,0.347593,0.588411,7854.16,7859.37,1.00042
y_pred[14659],0.358526,0.00146362,0.132602,0.136855,0.154065,0.349897,0.591447,8222.52,8012.06,1.00012
y_pred[14660],0.358341,0.00152309,0.132938,0.137628,0.151208,0.354046,0.59311,7646.34,7723.33,1.00017
y_pred[14661],0.755803,0.00144891,0.127228,0.128635,0.51913,0.773194,0.933814,7678.54,7466.6,1.00022
y_pred[14662],0.758246,0.00141804,0.126909,0.126476,0.52081,0.775918,0.935,8071.92,7602.61,1.00011
y_pred[14663],0.759557,0.00139452,0.126624,0.127753,0.524244,0.778056,0.935956,8298.83,8083.79,0.999836
y_pred[14664],0.756643,0.0014442,0.126447,0.127319,0.519162,0.771706,0.934109,7841.08,7576.88,1.00023
y_pred[14665],0.756595,0.00144409,0.127002,0.130247,0.522615,0.774045,0.934359,7807.35,7821.64,1.00015
y_pred[14666],0.758068,0.00138677,0.127042,0.13035,0.523976,0.776126,0.934666,8296.0,7875.01,0.999651
y_pred[14667],0.756413,0.00140174,0.125922,0.12902,0.5233,0.772546,0.93152,8039.04,7723.59,1.00009
y_pred[14668],0.755731,0.00142828,0.126529,0.129669,0.522039,0.773787,0.93067,7835.93,8014.5,1.00029
y_pred[14669],0.757246,0.00142787,0.126996,0.126929,0.519089,0.776483,0.929479,7896.47,8013.82,1.00014
y_pred[14670],0.757623,0.00143214,0.127676,0.129894,0.523455,0.772304,0.936198,7941.17,8009.84,1.00008
y_pred[14671],0.463962,0.00156696,0.137922,0.143815,0.237478,0.462751,0.691302,7803.48,7710.96,0.999879
y_pred[14672],0.460728,0.00155099,0.136706,0.144356,0.241476,0.457948,0.691344,7758.38,7502.82,0.999933
y_pred[14673],0.462575,0.00153636,0.137326,0.143506,0.235161,0.460767,0.693218,7982.77,7455.61,1.00015
y_pred[14674],0.462172,0.0015605,0.136862,0.14465,0.238964,0.459412,0.68969,7692.36,7890.19,1.0002
y_pred[14675],0.463883,0.00153413,0.137608,0.146127,0.23945,0.462108,0.695028,8091.32,7973.77,0.999954
y_pred[14676],0.46182,0.00158147,0.138678,0.148101,0.239595,0.458066,0.692438,7763.66,7947.73,1.00018
y_pred[14677],0.461293,0.0015336,0.137418,0.142665,0.237775,0.459633,0.690335,8027.95,7971.8,0.999979
y_pred[14678],0.462412,0.00151455,0.136237,0.142438,0.241949,0.460803,0.692027,8122.75,7964.0,0.999941
y_pred[14679],0.462016,0.00156306,0.136432,0.143629,0.239354,0.458966,0.688683,7661.07,7695.15,1.00021
y_pred[14680],0.463394,0.00151259,0.13816,0.146736,0.240139,0.460221,0.696169,8359.95,7738.77,0.99982
y_pred[14681],0.458163,0.00156176,0.138334,0.144422,0.233892,0.454897,0.689102,7833.57,7795.19,1.0004
y_pred[14682],0.461132,0.00156634,0.139336,0.148745,0.233746,0.458226,0.69336,7912.86,7748.08,1.00002
y_pred[14683],0.459341,0.00152656,0.137262,0.145224,0.238815,0.459037,0.689242,8054.07,7925.0,0.999959
y_pred[14684],0.460258,0.00157425,0.136495,0.144074,0.237958,0.45828,0.690725,7531.19,7728.76,1.00017
y_pred[14685],0.461116,0.00148253,0.135368,0.140384,0.238683,0.461025,0.688407,8352.17,7700.14,1.00013
y_pred[14686],0.458568,0.00151173,0.135896,0.14134,0.237973,0.455029,0.68724,8093.08,7871.49,1.00033
y_pred[14687],0.462659,0.00155916,0.135922,0.141787,0.242391,0.46079,0.691907,7631.84,7816.41,1.00017
y_pred[14688],0.459856,0.00154371,0.138113,0.144485,0.235626,0.456997,0.692714,8011.04,7973.92,0.999792
y_pred[14689],0.460559,0.00159078,0.138023,0.144688,0.23683,0.457423,0.691428,7554.16,7545.49,0.99993
y_pred[14690],0.461614,0.00161061,0.137666,0.14554,0.23753,0.459861,0.689554,7294.17,7427.37,1.00031
y_pred[14691],0.749143,0.000962201,0.0849371,0.0834882,0.598819,0.756136,0.876872,7814.29,7210.26,1.00014
y_pred[14692],0.749794,0.00094897,0.0851325,0.0856995,0.598134,0.756008,0.87789,8053.13,7929.38,0.999928
y_pred[14693],0.748505,0.000959962,0.0859102,0.0863526,0.594658,0.756669,0.87805,8024.77,7632.02,1.00021
y_pred[14694],0.750435,0.000955802,0.0857355,0.0870509,0.598265,0.756728,0.879117,8059.57,7728.32,1.00042
y_pred[14695],0.749589,0.00097386,0.0858968,0.0864852,0.597004,0.757072,0.877487,7856.1,7691.22,0.999997
y_pred[14696],0.748019,0.000954983,0.0858361,0.0879278,0.595796,0.753624,0.878574,8124.6,8016.36,0.999803
y_pred[14697],0.74952,0.000945249,0.0850155,0.0853748,0.595858,0.75718,0.876615,8155.18,7735.38,1.00009
y_pred[14698],0.749091,0.000958255,0.084618,0.086125,0.600983,0.754995,0.877653,7846.47,7478.48,1.00038
y_pred[14699],0.748912,0.000957311,0.0852186,0.086251,0.598809,0.756487,0.876464,7981.06,7928.2,0.999873
y_pred[14700],0.749213,0.000944981,0.0851833,0.085592,0.59934,0.754967,0.878046,8086.93,8117.94,0.999776
y_pred[14701],0.825859,0.000425577,0.0386492,0.0384149,0.758546,0.828359,0.8853,8256.95,8139.3,1.00024
y_pred[14702],0.826082,0.000446599,0.0387917,0.0375231,0.758133,0.828253,0.885282,7560.88,7736.96,1.00025
y_pred[14703],0.827105,0.000422303,0.0379815,0.0373786,0.760804,0.82899,0.886269,8074.37,8014.42,1.00001
y_pred[14704],0.826725,0.000424458,0.0382235,0.0383667,0.760463,0.828689,0.886126,8092.27,7783.06,1.00042
y_pred[14705],0.826336,0.000418156,0.0381839,0.037853,0.758963,0.828612,0.885203,8345.75,7985.04,1.00069
y_pred[14706],0.82664,0.000431615,0.0387976,0.0388501,0.758973,0.828577,0.886776,8094.87,7847.82,1.0001
y_pred[14707],0.827249,0.00041906,0.0380414,0.0378997,0.76088,0.829534,0.885407,8254.6,7921.65,0.999951
y_pred[14708],0.826373,0.000423134,0.038212,0.0380591,0.76103,0.82831,0.885917,8195.87,7848.26,0.99998
y_pred[14709],0.825764,0.000428265,0.0385976,0.0386121,0.75874,0.827711,0.884885,8156.4,8080.09,0.999886
y_pred[14710],0.827006,0.000420079,0.0376036,0.0376536,0.762506,0.828809,0.884974,8052.43,7891.4,1.00054
y_pred[14711],0.814725,0.000433938,0.0395979,0.0397522,0.745268,0.817222,0.875641,8292.23,7536.31,1.00003
y_pred[14712],0.814466,0.000444561,0.0397663,0.0403067,0.745041,0.816523,0.875653,7999.24,7851.23,1.00002
y_pred[14713],0.815331,0.000438945,0.0393142,0.0385735,0.74559,0.818001,0.876159,8020.88,8185.66,1.00018
y_pred[14714],0.815346,0.000437807,0.0391137,0.039366,0.74679,0.817867,0.874579,8052.87,7844.73,1.00015
y_pred[14715],0.816154,0.000433184,0.0393134,0.0376543,0.747559,0.818386,0.876952,8252.96,7973.76,0.999976
y_pred[14716],0.815356,0.000434605,0.0391179,0.0388204,0.747443,0.817624,0.875117,8117.48,7929.26,1.00008
y_pred[14717],0.815268,0.000431944,0.0394264,0.0396017,0.74665,0.817109,0.876479,8320.84,7689.82,1.0007
y_pred[14718],0.815121,0.000435048,0.0388024,0.0387989,0.748302,0.817249,0.874646,7982.94,7916.52,1.00021
y_pred[14719],0.814324,0.000446305,0.0396599,0.0392807,0.744443,0.816515,0.876366,7874.99,8056.88,0.999829
y_pred[14720],0.814916,0.000439739,0.0391183,0.0391822,0.747288,0.817307,0.875496,7894.42,7798.48,0.999913
y_pred[14721],0.803563,0.000447245,0.0402105,0.0402867,0.736104,0.805646,0.866344,8152.45,7753.53,1.00075
y_pred[14722],0.803155,0.000448001,0.0403567,0.0396321,0.733143,0.806101,0.865818,8109.61,7857.96,1.00002
y_pred[14723],0.803436,0.000445973,0.0397618,0.0398263,0.734879,0.805944,0.86458,7917.82,8183.22,1.00021
y_pred[14724],0.803826,0.000443922,0.0398454,0.0393734,0.734881,0.805631,0.86537,8062.79,8056.01,1.00007
y_pred[14725],0.803501,0.000463558,0.0405253,0.0416344,0.733626,0.805408,0.8656,7675.05,7399.15,1.00109
y_pred[14726],0.803293,0.000450782,0.0402494,0.0408619,0.733569,0.804801,0.865024,8006.39,7497.74,1.0001
y_pred[14727],0.803354,0.000437261,0.039158,0.0390569,0.736843,0.804669,0.865536,8041.02,7667.92,0.999717
y_pred[14728],0.803917,0.000438289,0.040418,0.0410628,0.734675,0.805883,0.866308,8499.32,8154.05,1.00003
y_pred[14729],0.803211,0.000478884,0.0408928,0.0403697,0.732143,0.8056,0.86747,7368.94,7040.21,1.00019
y_pred[14730],0.803141,0.000437558,0.0399412,0.0407567,0.734732,0.804888,0.864984,8336.66,7967.41,1.00006
y_pred[14731],0.785013,0.000487509,0.0417032,0.0416774,0.713456,0.786377,0.851669,7319.08,8051.21,0.999985
y_pred[14732],0.78587,0.000461572,0.0415146,0.0410843,0.714295,0.78757,0.851381,8077.47,8230.0,1.00039
y_pred[14733],0.786136,0.000457189,0.0411859,0.0412548,0.715878,0.78778,0.850099,8141.88,8048.17,0.999811
y_pred[14734],0.785426,0.000479007,0.0412527,0.0414468,0.715115,0.787337,0.850397,7411.32,7361.62,0.999865
y_pred[14735],0.786056,0.000478639,0.0418323,0.0422341,0.713716,0.787958,0.850992,7661.07,8275.44,0.999904
y_pred[14736],0.785713,0.00046481,0.0417092,0.0411273,0.713601,0.787613,0.851766,8052.45,7888.79,1.00002
y_pred[14737],0.785675,0.000457298,0.0413973,0.0420829,0.715039,0.787475,0.850764,8206.41,8057.72,1.00047
y_pred[14738],0.78531,0.000470926,0.0417841,0.0419101,0.713083,0.787231,0.850164,7884.36,7722.67,0.999981
y_pred[14739],0.786142,0.000455387,0.0406607,0.040366,0.715228,0.78783,0.849316,7989.4,8050.74,1.00051
y_pred[14740],0.786081,0.000464032,0.0412572,0.040687,0.714339,0.788263,0.85116,7912.5,7075.33,1.00013
y_pred[14741],0.816703,0.000446435,0.0389523,0.0390109,0.749321,0.818955,0.877684,7605.96,7929.94,0.999967
y_pred[14742],0.814742,0.000439532,0.039796,0.0396944,0.745492,0.817322,0.875863,8276.08,7726.03,1.00018
y_pred[14743],0.81596,0.000433551,0.0392644,0.0390606,0.748854,0.818229,0.877296,8228.09,7930.06,0.99992
y_pred[14744],0.816418,0.000439247,0.0386001,0.0386269,0.748828,0.818417,0.87615,7728.89,7220.2,1.00027
y_pred[14745],0.816725,0.000445326,0.0392736,0.0394683,0.749714,0.819084,0.877222,7819.29,7890.96,1.00004
y_pred[14746],0.817129,0.000431935,0.0391639,0.0386462,0.750096,0.819043,0.878801,8215.21,8035.14,1.0001
y_pred[14747],0.81606,0.000439516,0.0391039,0.0392548,0.747941,0.818367,0.876757,7895.65,8012.57,1.00034
y_pred[14748],0.816299,0.000437621,0.0393107,0.0390079,0.747974,0.818878,0.876276,8087.63,7846.99,0.999865
y_pred[14749],0.816763,0.000435747,0.0384242,0.038727,0.750111,0.818515,0.876706,7799.03,8098.44,0.999844
y_pred[14750],0.815639,0.000440498,0.0396247,0.0398812,0.746888,0.817721,0.876607,8095.82,8021.95,1.00001
y_pred[14751],0.808086,0.00046359,0.0398376,0.0394787,0.739249,0.810134,0.869861,7526.19,6961.93,1.00023
y_pred[14752],0.807772,0.000452504,0.0400085,0.0398501,0.739142,0.809492,0.870508,7823.3,7946.94,1.0002
y_pred[14753],0.808408,0.00045078,0.0402528,0.0396099,0.739257,0.810396,0.870713,7964.16,7824.28,1.00028
y_pred[14754],0.80829,0.000443755,0.039751,0.0394453,0.738902,0.810717,0.870561,8021.14,8019.95,1.00011
y_pred[14755],0.807492,0.000443114,0.0396949,0.039899,0.737984,0.809163,0.869547,8038.97,7930.88,1.00028
y_pred[14756],0.808373,0.000437465,0.0397546,0.0395958,0.740383,0.809651,0.871013,8294.26,7770.81,1.00034
y_pred[14757],0.809306,0.000453258,0.0401023,0.0397492,0.740258,0.811625,0.872126,7839.18,7667.9,1.00003
y_pred[14758],0.808463,0.000438094,0.0399787,0.039578,0.739257,0.810636,0.87069,8370.98,7783.2,1.00022
y_pred[14759],0.808065,0.000446993,0.0397291,0.039005,0.739131,0.809879,0.869886,7933.7,7703.11,1.00074
y_pred[14760],0.807614,0.000441244,0.0399153,0.038919,0.73748,0.809755,0.868906,8181.02,7742.51,0.999836
y_pred[14761],0.840001,0.000418091,0.0373918,0.0370591,0.775105,0.842283,0.897022,8022.46,7804.79,1.00032
y_pred[14762],0.840733,0.000412635,0.0370223,0.0373148,0.777144,0.843079,0.897477,8085.38,7889.35,1.00031
y_pred[14763],0.840319,0.000412802,0.0374817,0.0375669,0.77536,0.841997,0.898446,8253.74,8054.45,0.999919
y_pred[14764],0.840624,0.000421896,0.0373445,0.0373578,0.776307,0.842815,0.898202,7900.65,8052.53,1.00004
y_pred[14765],0.841101,0.000412133,0.0372454,0.0379079,0.774978,0.843514,0.898055,8151.6,8138.59,1.00058
y_pred[14766],0.840853,0.000408595,0.036767,0.0364927,0.776815,0.843283,0.896994,8132.69,7877.79,0.999946
y_pred[14767],0.840016,0.000416559,0.0367434,0.0364616,0.77649,0.842589,0.895855,7778.27,8232.05,0.999747
y_pred[14768],0.840192,0.000408266,0.0368625,0.0372273,0.777089,0.842012,0.896959,8191.37,7845.77,1.00055
y_pred[14769],0.840389,0.00041504,0.0371411,0.0370435,0.775231,0.842734,0.897848,8009.38,7053.91,0.999902
y_pred[14770],0.840576,0.000422483,0.0369311,0.0373052,0.776037,0.843058,0.897309,7733.73,7701.35,1.00026
y_pred[14771],0.837377,0.000414587,0.0371222,0.0371317,0.773544,0.839449,0.894686,8034.15,7888.25,1.00055
y_pred[14772],0.836677,0.000409839,0.0371,0.0368204,0.772092,0.838469,0.893227,8238.84,7786.84,1.00025
y_pred[14773],0.836968,0.000430655,0.0375352,0.0376499,0.771094,0.839666,0.894597,7611.36,7479.25,1.00017
y_pred[14774],0.836212,0.000426111,0.0373716,0.0371161,0.770599,0.839141,0.893466,7837.32,8054.55,0.999928
y_pred[14775],0.836311,0.000428226,0.0373975,0.0367625,0.770594,0.838514,0.893492,7577.05,7726.0,1.00021
y_pred[14776],0.836133,0.000424096,0.0375729,0.037598,0.770232,0.838163,0.893855,7876.42,7972.91,1.00016
y_pred[14777],0.836819,0.000416763,0.0375798,0.0374705,0.769677,0.839494,0.893933,8132.65,7930.13,1.0002
y_pred[14778],0.836546,0.000422273,0.0372495,0.0370694,0.772357,0.839347,0.893915,7814.9,7995.55,0.99991
y_pred[14779],0.836759,0.000435592,0.0373189,0.0377092,0.771075,0.839152,0.893239,7389.85,7883.65,0.999963
y_pred[14780],0.836821,0.000442874,0.0380388,0.0382325,0.77072,0.839001,0.894686,7534.26,7709.96,1.00005
y_pred[14781],0.852222,0.000415896,0.0362944,0.0359034,0.788009,0.854558,0.907716,7622.95,7715.51,0.99982
y_pred[14782],0.852511,0.000391927,0.0355754,0.0352807,0.790323,0.854459,0.906576,8218.33,7771.95,1.00014
y_pred[14783],0.852423,0.000396627,0.0358874,0.0353289,0.789377,0.854568,0.907997,8246.8,8080.22,0.999926
y_pred[14784],0.852439,0.000405369,0.0362465,0.0353934,0.789549,0.854743,0.908015,7969.17,7765.36,1.0006
y_pred[14785],0.85233,0.000399738,0.0364363,0.0357396,0.787646,0.854849,0.907655,8328.63,7756.31,0.99996
y_pred[14786],0.852004,0.000404444,0.036118,0.0363519,0.790066,0.854331,0.907663,7992.66,7890.19,1.0003
y_pred[14787],0.852546,0.000413559,0.0356484,0.0358634,0.79091,0.854513,0.907223,7527.12,8039.99,0.999955
y_pred[14788],0.851903,0.000395548,0.0357774,0.0361065,0.789798,0.85409,0.905838,8168.95,6925.52,1.00046
y_pred[14789],0.852279,0.000407576,0.0357515,0.0351969,0.789338,0.855006,0.907102,7782.94,7793.94,0.999815
y_pred[14790],0.852255,0.000423019,0.0358358,0.0351354,0.789901,0.854801,0.907467,7232.39,7689.06,0.99975
y_pred[14791],0.751745,0.0015054,0.127599,0.127166,0.509504,0.767853,0.930205,7362.73,7726.66,1.00044
y_pred[14792],0.752273,0.00143414,0.126919,0.129612,0.519738,0.768801,0.931075,7919.68,7611.51,1.00027
y_pred[14793],0.751163,0.00143265,0.12804,0.128687,0.513637,0.768286,0.931947,8072.16,7825.28,0.999876
y_pred[14794],0.750564,0.00141074,0.128867,0.130668,0.513569,0.766671,0.930524,8369.93,8014.38,0.999789
y_pred[14795],0.751593,0.00153855,0.128754,0.13134,0.513138,0.769845,0.930956,6990.78,7713.6,1.00015
y_pred[14796],0.751955,0.00141796,0.128121,0.128235,0.514837,0.767911,0.931794,7942.22,7223.56,0.999837
y_pred[14797],0.752258,0.00137339,0.126825,0.127743,0.519973,0.767431,0.934522,8491.25,7684.71,1.00012
y_pred[14798],0.75271,0.00142681,0.125781,0.129967,0.520289,0.767135,0.928708,7891.7,7693.37,1.00013
y_pred[14799],0.752422,0.00137031,0.125848,0.12945,0.524049,0.768717,0.930041,8325.9,7757.67,1.00004
y_pred[14800],0.751489,0.00143343,0.127774,0.129568,0.513568,0.766952,0.928947,7867.42,7884.75,1.00037
y_pred[14801],0.777251,0.000569086,0.0500446,0.0497138,0.689821,0.780279,0.853117,7751.23,7631.87,0.999996
y_pred[14802],0.777541,0.000549579,0.0494507,0.0489295,0.690515,0.780325,0.854436,8114.85,8010.29,1.00006
y_pred[14803],0.776889,0.000552873,0.0499115,0.0506145,0.688473,0.779613,0.854178,8131.37,7611.48,0.999985
y_pred[14804],0.777407,0.000551173,0.049736,0.0506115,0.69113,0.780048,0.854565,8187.41,7591.45,1.00008
y_pred[14805],0.777803,0.000549351,0.0496073,0.0498673,0.691267,0.781122,0.853545,8194.91,7637.43,1.00009
y_pred[14806],0.7782,0.000557137,0.0495072,0.0493209,0.693126,0.780795,0.855088,7898.11,7492.79,0.999868
y_pred[14807],0.777266,0.000533234,0.0488505,0.0480622,0.691235,0.779743,0.853068,8371.07,8161.83,1.00051
y_pred[14808],0.7787,0.000604465,0.0494718,0.048143,0.692983,0.782024,0.855586,6801.13,7345.77,1.00031
y_pred[14809],0.776916,0.000556449,0.0491355,0.0500578,0.692488,0.779475,0.853198,7930.67,7088.61,1.00002
y_pred[14810],0.778274,0.000543008,0.0489905,0.0489984,0.694138,0.780593,0.854105,8041.77,8141.75,1.00012
y_pred[14811],0.636593,0.000622868,0.0539857,0.0545656,0.546189,0.638127,0.723923,7528.9,8001.89,1.00012
y_pred[14812],0.636742,0.000618709,0.0550029,0.0555249,0.54676,0.63756,0.725686,7938.0,7729.5,0.999983
y_pred[14813],0.636076,0.000628226,0.0553292,0.0561475,0.543497,0.637088,0.725231,7751.92,7765.97,1.00008
y_pred[14814],0.636406,0.00062348,0.0551671,0.0559252,0.544247,0.63776,0.725192,7836.61,7833.68,1.00049
y_pred[14815],0.635924,0.000608037,0.054777,0.0541282,0.544079,0.637642,0.72477,8115.28,8189.1,1.0005
y_pred[14816],0.636834,0.000614398,0.054547,0.0549281,0.544468,0.638413,0.724275,7906.5,7676.62,0.999817
y_pred[14817],0.637408,0.000613552,0.0545475,0.0547784,0.547026,0.638276,0.726275,7907.09,7315.91,1.00026
y_pred[14818],0.636465,0.000639756,0.0551939,0.0559518,0.54358,0.637942,0.723834,7458.36,7783.45,0.999974
y_pred[14819],0.637807,0.000615794,0.0548405,0.0547057,0.546923,0.638023,0.727811,7963.34,7988.12,1.00025
y_pred[14820],0.636608,0.000618565,0.0546999,0.0557613,0.543768,0.637259,0.725737,7846.15,7846.52,0.999776
y_pred[14821],0.655047,0.00104501,0.0942993,0.0972193,0.490309,0.660402,0.800715,8172.63,7810.06,0.999759
y_pred[14822],0.653565,0.00106289,0.0933905,0.0966722,0.492922,0.658062,0.798434,7710.46,7795.23,1.00011
y_pred[14823],0.653873,0.00103117,0.0940643,0.0983853,0.491291,0.658632,0.80198,8337.76,7715.29,1.00038
y_pred[14824],0.654524,0.00103359,0.0930989,0.0940131,0.493362,0.659095,0.79952,8082.27,7467.71,1.00076
y_pred[14825],0.653158,0.00105369,0.0937049,0.0944127,0.491275,0.656481,0.802144,7904.18,7713.8,0.999942
y_pred[14826],0.655218,0.00104365,0.0924212,0.0943519,0.498343,0.659998,0.80115,7890.79,7787.69,0.999987
y_pred[14827],0.655388,0.00106279,0.0942801,0.0963015,0.491826,0.661377,0.802325,7943.0,7763.63,1.00033
y_pred[14828],0.655565,0.00105896,0.0941565,0.0957315,0.490289,0.659335,0.802362,7914.61,7709.66,0.999721
y_pred[14829],0.653676,0.00109715,0.0939795,0.0954616,0.491223,0.65821,0.802714,7519.81,7484.58,1.00049
y_pred[14830],0.6557,0.00104547,0.0933682,0.0952437,0.49378,0.660722,0.801617,8000.12,8013.39,1.00008
y_pred[14831],0.441822,0.00153321,0.138619,0.147405,0.220393,0.437626,0.677463,8211.38,8189.37,1.00059
y_pred[14832],0.444813,0.00155076,0.137412,0.145393,0.223904,0.443342,0.676911,7893.65,7823.39,1.00008
y_pred[14833],0.442482,0.00154634,0.136582,0.14423,0.222266,0.437667,0.674248,7885.85,8210.82,0.99989
y_pred[14834],0.440664,0.00153955,0.13609,0.143524,0.218958,0.436847,0.670805,7808.38,7701.69,0.9999
y_pred[14835],0.442956,0.00157627,0.136481,0.146849,0.222919,0.439418,0.672037,7570.28,7187.59,1.00041
y_pred[14836],0.442472,0.0015253,0.137027,0.140613,0.218821,0.439455,0.670694,8080.21,7947.9,1.00042
y_pred[14837],0.441685,0.00145776,0.135726,0.14237,0.220949,0.439321,0.665807,8666.07,7890.39,1.00041
y_pred[14838],0.440877,0.00151272,0.136088,0.143571,0.221799,0.436734,0.674977,8122.39,7981.97,0.999948
y_pred[14839],0.443818,0.00150259,0.13581,0.142113,0.223398,0.442936,0.671946,8167.17,7790.27,0.999898
y_pred[14840],0.440242,0.00151743,0.135632,0.140742,0.221808,0.436061,0.669042,7990.73,7900.15,1.00018
y_pred[14841],0.646519,0.000627347,0.0549454,0.0544804,0.552283,0.648756,0.73248,7644.54,7779.01,0.999779
y_pred[14842],0.646628,0.000600408,0.0543617,0.0544225,0.555308,0.648056,0.735348,8198.8,7931.04,1.00014
y_pred[14843],0.646671,0.000613653,0.0545629,0.0548873,0.555116,0.648176,0.73449,7917.78,7930.67,1.00016
y_pred[14844],0.646282,0.000607386,0.0547683,0.0556642,0.553157,0.647501,0.733696,8157.04,7887.52,0.999895
y_pred[14845],0.646648,0.000612828,0.0547647,0.0553825,0.554552,0.647884,0.735818,8014.98,7683.41,1.00037
y_pred[14846],0.645691,0.000615411,0.0551078,0.0561031,0.551809,0.647149,0.73406,8045.89,7958.78,0.999745
y_pred[14847],0.647039,0.000608557,0.0543587,0.0548369,0.555154,0.648498,0.735806,7989.26,7782.28,1.00049
y_pred[14848],0.647346,0.000623438,0.0551058,0.0547836,0.555272,0.64843,0.73799,7836.55,7611.12,1.0
y_pred[14849],0.646979,0.000626571,0.0550681,0.0556813,0.554843,0.648206,0.735324,7740.18,7457.13,1.00025
y_pred[14850],0.647619,0.000623543,0.0553334,0.0556605,0.554197,0.648757,0.734753,7886.55,7545.11,0.999662
y_pred[14851],0.629193,0.000637204,0.0554785,0.0550045,0.536548,0.630858,0.718679,7589.29,7567.62,0.999769
y_pred[14852],0.629194,0.000620463,0.0549917,0.0553091,0.538189,0.629886,0.718756,7854.16,7677.12,1.00008
y_pred[14853],0.629637,0.00062597,0.055126,0.0569504,0.539229,0.630741,0.71831,7773.21,7844.93,1.00033
y_pred[14854],0.629168,0.000605548,0.055684,0.0567295,0.534889,0.630794,0.718311,8461.67,7791.97,0.999821
y_pred[14855],0.629534,0.000631225,0.0559924,0.057152,0.535152,0.630691,0.720101,7893.83,7928.94,1.00005
y_pred[14856],0.628441,0.000637025,0.0552413,0.0550919,0.535489,0.628731,0.718412,7541.6,7575.14,1.00039
y_pred[14857],0.629066,0.000625121,0.055541,0.0567458,0.536343,0.629363,0.720124,7921.28,7693.5,1.00027
y_pred[14858],0.628871,0.000628145,0.0553791,0.0557673,0.53467,0.630565,0.718559,7786.26,7560.88,0.999949
