,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
lp__,21865.9,0.220042,11.292,11.2678,21846.7,21866.3,21884.0,2595.16,4471.63,1.0028
mu_alpha,0.135843,0.00161862,0.138345,0.127641,-0.0880605,0.136755,0.353483,8260.69,4397.97,1.0007
sigma_alpha,0.411205,0.00146573,0.11409,0.0955343,0.27134,0.390757,0.623202,6321.64,5016.17,1.0006
mu_beta_language[1],-1.02676,0.00448775,0.361944,0.350658,-1.61597,-1.02477,-0.445671,6572.54,4817.85,1.00078
mu_beta_language[2],-0.0674645,0.00131491,0.12525,0.115606,-0.271738,-0.0679841,0.131402,9043.98,5691.67,1.00174
mu_beta_language[3],-0.136603,0.00523926,0.416189,0.403988,-0.821501,-0.139037,0.551553,6403.53,1893.96,1.00045
mu_beta_language[4],0.408092,0.00159604,0.139494,0.126544,0.181608,0.407959,0.632681,7507.0,5109.35,1.00017
mu_beta_language[5],1.03431,0.00187255,0.0997984,0.091899,0.867075,1.03514,1.19325,3388.91,1041.75,1.00088
mu_beta_language[6],-1.49197,0.00445552,0.348261,0.337069,-2.06316,-1.49121,-0.926564,6417.3,2301.62,1.00257
mu_beta_language[7],0.343053,0.00249114,0.244073,0.227596,-0.0600965,0.345523,0.743241,9771.65,5998.85,1.00009
mu_beta_language[8],1.04137,0.00159157,0.149601,0.137974,0.797262,1.0423,1.27954,9249.03,5646.36,1.00069
mu_beta_language[9],1.56673,0.00210967,0.185469,0.172575,1.2668,1.56779,1.86602,7903.81,5252.96,1.00023
mu_beta_language[10],0.511974,0.0015198,0.118654,0.106675,0.317828,0.513485,0.702845,6641.02,4147.54,1.00074
mu_beta_language[11],0.470907,0.000952606,0.0831284,0.0758469,0.335563,0.470426,0.603427,7919.33,5578.83,1.00029
mu_beta_language[12],-2.65365,0.00173009,0.148826,0.136421,-2.89751,-2.65384,-2.41122,7759.47,5353.31,1.00018
sigma_beta_language[1],1.30888,0.00364669,0.313721,0.2803,0.902041,1.25548,1.89849,10904.2,3972.23,1.00054
sigma_beta_language[2],0.371334,0.00134337,0.110519,0.095343,0.23182,0.352959,0.571081,7544.51,5560.72,1.00034
sigma_beta_language[3],1.69442,0.0048521,0.396059,0.35045,1.16992,1.63033,2.42673,6996.13,3078.14,1.00013
sigma_beta_language[4],0.410814,0.00145651,0.119969,0.103254,0.259197,0.390577,0.637225,8490.17,5246.56,1.00131
sigma_beta_language[5],0.274337,0.00114786,0.0884762,0.0773917,0.1608,0.259865,0.435575,6409.58,6163.99,0.999995
sigma_beta_language[6],1.21383,0.0067414,0.311069,0.254081,0.822788,1.1545,1.81957,4337.97,1141.03,1.00112
sigma_beta_language[7],0.784899,0.00237492,0.208276,0.175183,0.521649,0.748442,1.17515,9905.24,5260.8,1.00118
sigma_beta_language[8],0.456788,0.00162483,0.130002,0.110125,0.293262,0.433337,0.695665,8823.19,5081.82,1.00041
sigma_beta_language[9],0.573361,0.00185537,0.159196,0.137877,0.37195,0.545096,0.865187,8898.77,5471.15,0.999906
sigma_beta_language[10],0.351487,0.00158523,0.109482,0.0954105,0.214099,0.332271,0.55215,5634.2,5147.14,1.00063
sigma_beta_language[11],0.230087,0.00113787,0.0797516,0.0690595,0.127074,0.21684,0.375055,4662.41,5507.13,1.00111
sigma_beta_language[12],0.450569,0.00168833,0.133312,0.114526,0.279397,0.425653,0.691889,5372.3,2569.33,1.00121
mu_beta_task[1],-0.183781,0.0011209,0.100864,0.0983357,-0.345285,-0.184542,-0.0179882,8208.97,5551.66,0.999983
mu_beta_task[2],0.019813,0.000930783,0.0874899,0.0829724,-0.123727,0.0217596,0.160705,8965.38,6664.15,1.0003
mu_beta_task[3],-0.102997,0.00103165,0.089475,0.0856491,-0.247178,-0.103718,0.0404019,7707.9,5640.51,1.00016
mu_beta_task[4],0.116254,0.000664607,0.0605445,0.056008,0.0160113,0.117907,0.212492,8607.35,5825.05,1.00011
mu_beta_task[5],0.154903,0.000626217,0.0566161,0.0525278,0.0631179,0.155183,0.245919,8278.91,6248.41,1.00097
mu_beta_task[6],0.800186,0.000776384,0.0636266,0.0596406,0.696731,0.800721,0.903253,6884.65,3886.16,1.00035
mu_beta_task[7],-0.804377,0.00122915,0.121695,0.118684,-1.00399,-0.803632,-0.601208,9875.45,6492.2,1.00005
sigma_beta_task[1],0.34099,0.00112661,0.0980174,0.0825905,0.21786,0.322684,0.523164,9959.14,6008.44,1.00043
sigma_beta_task[2],0.266652,0.00104277,0.0858444,0.0741159,0.158004,0.252185,0.425133,6940.34,5567.56,1.00029
sigma_beta_task[3],0.274157,0.00109457,0.0867226,0.0748602,0.164845,0.25986,0.43401,6159.48,6022.42,1.00079
sigma_beta_task[4],0.158117,0.00108086,0.0628834,0.0557524,0.0731135,0.149531,0.273034,3041.45,3093.94,1.0005
sigma_beta_task[5],0.131749,0.00147382,0.062865,0.0562654,0.0407028,0.125156,0.244164,1275.89,728.025,1.00227
sigma_beta_task[6],0.170861,0.00102856,0.0650027,0.0573707,0.085058,0.160753,0.292259,3906.49,3641.71,1.00059
sigma_beta_task[7],0.507734,0.00140846,0.134074,0.116788,0.337448,0.484679,0.756058,11540.5,5610.85,1.0
alpha_std[1],-0.268683,0.000380515,0.0394691,0.0392392,-0.334594,-0.268819,-0.204048,10797.4,6792.18,1.00059
alpha_std[2],-0.184126,0.000437893,0.0407489,0.0401481,-0.250705,-0.183916,-0.117172,8762.07,5735.56,1.0015
alpha_std[3],-0.151255,0.000373464,0.0393479,0.0386692,-0.216368,-0.150761,-0.0870308,11179.1,6173.82,1.00044
alpha_std[4],0.117413,0.000413689,0.0400232,0.0395621,0.0517591,0.117283,0.183585,9695.11,6143.32,1.00026
alpha_std[5],-0.241757,0.000614548,0.0405669,0.0402919,-0.308335,-0.241947,-0.174354,4579.86,1211.14,1.00134
alpha_std[6],0.117961,0.000384977,0.0391954,0.0392348,0.0545515,0.117533,0.182907,10437.2,6845.47,1.00069
alpha_std[7],0.445015,0.000371396,0.039053,0.0388797,0.380716,0.444918,0.509893,11172.1,7100.79,1.00156
alpha_std[8],0.240017,0.000364954,0.0391699,0.0395298,0.176223,0.240109,0.304252,11601.3,6657.05,1.00014
alpha_std[9],0.79995,0.00042645,0.0391645,0.0396529,0.737064,0.799552,0.864252,8413.98,3133.05,1.00023
alpha_std[10],0.500298,0.00040886,0.0396842,0.0399331,0.435556,0.500266,0.565451,9585.26,5722.68,1.00051
"beta_language_std[1,1]",-2.09931,0.00176785,0.125489,0.124924,-2.31178,-2.09633,-1.89675,5534.42,1063.85,1.00215
"beta_language_std[1,2]",-0.330153,0.00134166,0.117523,0.117375,-0.525407,-0.329298,-0.141962,7777.35,5478.87,1.00002
"beta_language_std[1,3]",1.35581,0.00168197,0.112159,0.109638,1.17457,1.35484,1.54242,4757.66,1130.55,1.00164
"beta_language_std[1,4]",0.557849,0.0010509,0.111314,0.109295,0.373994,0.5605,0.738831,11659.8,4810.56,1.00069
"beta_language_std[1,5]",0.932321,0.00113145,0.102158,0.101912,0.760107,0.932272,1.10048,8750.07,3253.35,1.00221
"beta_language_std[1,6]",-2.14813,0.00117448,0.121534,0.121899,-2.35414,-2.14627,-1.95111,10705.1,5884.31,1.00147
"beta_language_std[1,7]",0.144453,0.00102679,0.118447,0.117598,-0.0503233,0.146474,0.337671,13449.6,5382.23,1.00036
"beta_language_std[1,8]",1.5291,0.000987767,0.109343,0.108764,1.35002,1.52812,1.70928,12619.4,5628.42,1.00165
"beta_language_std[1,9]",1.7058,0.000944814,0.106075,0.105724,1.53257,1.70294,1.88398,12939.9,6274.24,1.00162
"beta_language_std[1,10]",0.24215,0.00118583,0.113788,0.11385,0.0481107,0.242582,0.425168,9796.68,2435.83,1.00024
"beta_language_std[1,11]",0.38263,0.000971239,0.104621,0.104359,0.209412,0.38446,0.552294,11964.8,5658.49,1.00138
"beta_language_std[1,12]",-2.27252,0.00111117,0.122552,0.121514,-2.47946,-2.2725,-2.07186,12371.8,5715.77,1.00041
"beta_language_std[2,1]",-0.0157512,0.00115724,0.115674,0.114696,-0.208428,-0.016584,0.171446,10348.4,4066.32,1.00055
"beta_language_std[2,2]",-0.210738,0.000963515,0.111954,0.109832,-0.395658,-0.210643,-0.0242386,13684.5,4288.86,1.0001
"beta_language_std[2,3]",-2.37937,0.00164329,0.121759,0.119638,-2.58344,-2.37688,-2.17913,5552.21,1259.27,1.00071
"beta_language_std[2,4]",0.380211,0.000892574,0.108449,0.108529,0.201862,0.381007,0.56156,14987.8,6179.63,1.00036
"beta_language_std[2,5]",1.22179,0.000915305,0.102776,0.102589,1.05729,1.22154,1.39269,12791.1,5595.62,1.00066
"beta_language_std[2,6]",-2.47915,0.00113678,0.121913,0.123627,-2.6828,-2.47737,-2.28496,12096.4,5654.82,0.999996
"beta_language_std[2,7]",1.93742,0.00110749,0.112503,0.112351,1.754,1.93609,2.1251,10388.3,5332.06,1.00026
"beta_language_std[2,8]",0.961605,0.000901111,0.106477,0.104519,0.787704,0.960114,1.13614,14177.8,6031.98,1.0006
"beta_language_std[2,9]",2.33603,0.00108577,0.111452,0.111781,2.15403,2.33547,2.51823,10803.5,5350.18,1.00083
"beta_language_std[2,10]",0.368189,0.000910492,0.107523,0.106256,0.190924,0.369289,0.546543,14100.6,5766.76,0.99997
"beta_language_std[2,11]",0.377236,0.000851094,0.102394,0.100623,0.202541,0.378023,0.543807,14713.2,5676.56,1.00104
"beta_language_std[2,12]",-2.49747,0.000979073,0.116816,0.115287,-2.69175,-2.49657,-2.30569,14343.2,5868.6,1.00041
"beta_language_std[3,1]",-2.25988,0.0024498,0.126515,0.124672,-2.46945,-2.25812,-2.05593,3137.69,886.06,1.00147
"beta_language_std[3,2]",0.519693,0.000937076,0.10998,0.11057,0.338619,0.520069,0.698437,14016.6,6491.26,1.00033
"beta_language_std[3,3]",-1.43969,0.00125033,0.121696,0.121514,-1.64148,-1.43704,-1.24344,9771.92,5649.9,1.00068
"beta_language_std[3,4]",0.833772,0.000953181,0.110007,0.112288,0.651385,0.835325,1.01447,13473.8,5651.1,1.00037
"beta_language_std[3,5]",1.14873,0.000880546,0.105512,0.106028,0.974622,1.14883,1.32439,14394.1,5964.83,1.00036
"beta_language_std[3,6]",-1.85662,0.00148075,0.122593,0.125888,-2.05885,-1.85547,-1.65797,7204.26,4144.6,1.00135
"beta_language_std[3,7]",0.721014,0.000951801,0.110922,0.108015,0.539025,0.720861,0.904945,13622.3,5057.6,1.00049
"beta_language_std[3,8]",1.55386,0.00145157,0.110993,0.110446,1.37363,1.55303,1.7398,6126.55,3411.43,1.001
"beta_language_std[3,9]",1.75804,0.00112261,0.109367,0.109038,1.58038,1.75714,1.93981,9750.73,5989.16,1.0005
"beta_language_std[3,10]",0.655978,0.000933278,0.104077,0.103447,0.484746,0.655185,0.826844,13160.9,5477.41,1.00087
"beta_language_std[3,11]",0.703564,0.00127513,0.109776,0.109838,0.524212,0.701781,0.88591,7506.39,3648.02,1.00051
"beta_language_std[3,12]",-2.33846,0.00129398,0.121664,0.122403,-2.54007,-2.33878,-2.14115,8531.6,5188.16,1.0011
"beta_language_std[4,1]",0.136667,0.000927659,0.114143,0.113304,-0.0499824,0.136366,0.323345,15136.1,5879.83,1.00093
"beta_language_std[4,2]",-0.187886,0.00100548,0.106395,0.107359,-0.362082,-0.187003,-0.0149972,11856.0,5985.09,1.00026
"beta_language_std[4,3]",-2.321,0.0011477,0.117547,0.118326,-2.5172,-2.31794,-2.13225,10799.3,6107.22,1.00027
"beta_language_std[4,4]",0.683415,0.00139519,0.109204,0.10907,0.504326,0.681732,0.864263,6287.74,3151.67,1.00038
"beta_language_std[4,5]",1.05316,0.000832766,0.103732,0.106769,0.885293,1.05135,1.22267,15837.2,6029.19,1.0006
"beta_language_std[4,6]",-0.70162,0.00115076,0.11467,0.11668,-0.8946,-0.701407,-0.516956,10189.4,5784.28,1.00089
"beta_language_std[4,7]",-0.0234528,0.00108915,0.110783,0.110491,-0.207335,-0.0231577,0.162468,10929.3,4635.68,1.00097
"beta_language_std[4,8]",1.4097,0.00100908,0.111542,0.112233,1.22775,1.40912,1.59772,12542.6,6069.16,1.00001
"beta_language_std[4,9]",0.982638,0.00107783,0.110787,0.110605,0.805524,0.980112,1.16589,10611.6,5723.78,0.999953
"beta_language_std[4,10]",0.610357,0.000915279,0.103327,0.102113,0.441696,0.608286,0.782254,12936.0,6077.17,1.00182
"beta_language_std[4,11]",0.475706,0.00080033,0.0982383,0.0992134,0.315807,0.475533,0.638227,15282.1,6118.21,1.00027
"beta_language_std[4,12]",-2.11768,0.00117887,0.121107,0.122085,-2.31744,-2.11591,-1.92261,11101.7,5984.16,1.00126
"beta_language_std[5,1]",-2.14288,0.0011054,0.120307,0.121944,-2.3427,-2.14108,-1.94883,12409.1,5330.07,1.00307
"beta_language_std[5,2]",0.226164,0.000865282,0.108962,0.109064,0.047605,0.225637,0.404002,15957.2,6146.63,1.0002
"beta_language_std[5,3]",-0.77619,0.00108971,0.11802,0.118445,-0.974285,-0.775303,-0.586324,11803.9,5855.01,1.00047
"beta_language_std[5,4]",0.559875,0.000907713,0.105156,0.105094,0.390597,0.558266,0.734725,13659.7,5431.78,1.00073
"beta_language_std[5,5]",1.25661,0.000909194,0.102721,0.103686,1.08928,1.2559,1.4276,12896.4,5872.53,1.00117
"beta_language_std[5,6]",-1.58768,0.00102532,0.122663,0.121469,-1.79555,-1.58519,-1.38956,14535.7,5511.36,1.00146
"beta_language_std[5,7]",0.391651,0.000963827,0.110628,0.110185,0.211722,0.391568,0.574268,13270.4,5794.07,1.00025
"beta_language_std[5,8]",1.0377,0.000838307,0.107368,0.10766,0.86154,1.03748,1.21463,16600.2,6115.37,1.00012
"beta_language_std[5,9]",1.91619,0.0011274,0.109995,0.110172,1.73864,1.9157,2.09757,10251.5,5909.52,1.00109
"beta_language_std[5,10]",0.793059,0.00109293,0.107912,0.108001,0.618519,0.79161,0.971385,10212.5,5397.07,0.999987
"beta_language_std[5,11]",0.753349,0.00110226,0.110357,0.112605,0.572669,0.752792,0.935646,10089.6,5789.65,1.00077
"beta_language_std[5,12]",-2.42784,0.00137515,0.117854,0.119149,-2.61988,-2.42685,-2.23711,7380.54,2995.9,1.00058
"beta_language_std[6,1]",-2.34432,0.00110366,0.117835,0.117244,-2.53662,-2.34139,-2.15028,11600.6,6139.26,1.00037
"beta_language_std[6,2]",0.345635,0.00134852,0.11125,0.112371,0.164298,0.345128,0.529209,6828.7,2998.41,1.00084
"beta_language_std[6,3]",1.68778,0.00139612,0.110901,0.112529,1.50965,1.68565,1.87509,6783.96,2891.19,1.00119
"beta_language_std[6,4]",0.829646,0.000978889,0.109453,0.108721,0.650115,0.828475,1.01291,12610.9,6022.72,0.99996
"beta_language_std[6,5]",1.4017,0.00101049,0.106545,0.109231,1.22799,1.40042,1.57735,11183.8,6659.17,1.00009
"beta_language_std[6,6]",-2.76001,0.00194489,0.119927,0.119861,-2.96099,-2.75723,-2.56486,4068.32,1057.0,1.00141
"beta_language_std[6,7]",-0.794639,0.00100253,0.116843,0.115667,-0.992858,-0.792499,-0.604748,13805.6,5833.31,1.00001
"beta_language_std[6,8]",0.958617,0.000915597,0.107264,0.107005,0.78214,0.958816,1.1328,13863.6,5773.8,1.00122
"beta_language_std[6,9]",1.86815,0.00102777,0.113307,0.115428,1.68176,1.86723,2.0583,12367.8,4870.05,1.00121
"beta_language_std[6,10]",0.868733,0.000953641,0.10979,0.109834,0.691185,0.867914,1.05354,13368.6,5325.76,1.00045
"beta_language_std[6,11]",0.684759,0.000957938,0.103651,0.102307,0.514921,0.684311,0.860832,11800.9,5535.18,1.00044
"beta_language_std[6,12]",-2.74606,0.000992317,0.114842,0.112403,-2.93727,-2.7453,-2.55872,13685.4,5572.45,1.00161
"beta_language_std[7,1]",-2.27689,0.00121695,0.123854,0.122366,-2.48625,-2.27614,-2.07351,10504.0,4745.96,1.00144
"beta_language_std[7,2]",-0.153627,0.000864271,0.112303,0.111151,-0.341401,-0.153783,0.0292037,16992.0,6283.96,1.00073
"beta_language_std[7,3]",0.706721,0.000958735,0.108871,0.108137,0.524948,0.707691,0.882745,13103.3,4986.98,0.999938
"beta_language_std[7,4]",0.318288,0.00084153,0.105791,0.106559,0.146365,0.318908,0.492769,15971.8,5249.58,1.00198
"beta_language_std[7,5]",0.842746,0.000833089,0.100305,0.097154,0.675753,0.843475,1.00815,14643.7,5738.26,1.00104
"beta_language_std[7,6]",1.06865,0.000873404,0.107357,0.105064,0.893269,1.0695,1.24513,15297.4,5853.22,1.00028
"beta_language_std[7,7]",0.64203,0.00101077,0.108066,0.109095,0.463536,0.642351,0.819157,11761.7,6115.11,1.00257
"beta_language_std[7,8]",0.449136,0.000975872,0.107224,0.108304,0.273488,0.449777,0.627355,12145.5,5644.74,1.00155
"beta_language_std[7,9]",1.0084,0.000988192,0.110229,0.106437,0.825542,1.007,1.19094,12598.3,5236.33,1.00074
"beta_language_std[7,10]",0.0826636,0.000963902,0.109847,0.107423,-0.100196,0.0828827,0.260885,13229.2,5455.78,1.00013
"beta_language_std[7,11]",0.338419,0.000938443,0.100613,0.101265,0.169292,0.339669,0.501397,11635.6,6434.34,1.00031
"beta_language_std[7,12]",-3.02654,0.0010381,0.120595,0.120602,-3.22862,-3.02403,-2.83106,13650.3,5476.68,1.0006
"beta_language_std[8,1]",0.112298,0.00247079,0.112719,0.10911,-0.0713179,0.112892,0.295843,2979.38,1041.38,1.00245
"beta_language_std[8,2]",-0.308683,0.000886045,0.106874,0.106308,-0.483339,-0.308152,-0.136008,14978.5,3983.11,1.00112
"beta_language_std[8,3]",-1.10931,0.00100823,0.116593,0.115383,-1.30542,-1.10519,-0.91991,13868.4,5947.26,1.00153
"beta_language_std[8,4]",0.0127313,0.00093933,0.107217,0.10859,-0.163095,0.0125235,0.186201,13165.5,5527.04,1.00019
"beta_language_std[8,5]",0.878423,0.000914541,0.103153,0.103884,0.709168,0.877271,1.04571,12867.6,6146.61,1.00021
"beta_language_std[8,6]",-0.889642,0.00103565,0.116647,0.11802,-1.0809,-0.888845,-0.698274,12835.8,5670.2,1.00171
"beta_language_std[8,7]",-0.0597919,0.000873208,0.111127,0.110636,-0.241417,-0.0601763,0.123881,16305.7,5958.53,0.999932
"beta_language_std[8,8]",1.27296,0.000895485,0.109109,0.107963,1.0965,1.27104,1.45737,15061.6,5659.94,1.00256
"beta_language_std[8,9]",2.07429,0.000920901,0.113356,0.114486,1.89178,2.07332,2.26282,15409.3,5975.16,1.00013
"beta_language_std[8,10]",0.823069,0.000969018,0.106243,0.106163,0.650608,0.82113,0.996596,12059.6,5857.56,1.00006
"beta_language_std[8,11]",0.238435,0.00107365,0.10357,0.103038,0.0656807,0.238179,0.406097,9441.57,5700.86,0.999858
"beta_language_std[8,12]",-3.04477,0.0013179,0.115892,0.116784,-3.23676,-3.04337,-2.85524,7763.34,5819.25,1.0005
"beta_language_std[9,1]",0.609888,0.000890459,0.109241,0.107635,0.434143,0.607903,0.789693,15264.7,5592.64,1.00036
"beta_language_std[9,2]",-0.351038,0.00110333,0.10521,0.104932,-0.522977,-0.352341,-0.177884,9477.86,6207.56,1.00068
"beta_language_std[9,3]",1.2125,0.00095586,0.112537,0.112818,1.02792,1.21347,1.39858,14094.2,5405.72,1.00038
"beta_language_std[9,4]",-0.191871,0.000965487,0.105316,0.103921,-0.365852,-0.190306,-0.0178442,12042.4,6250.97,1.00018
"beta_language_std[9,5]",0.685938,0.00100129,0.106018,0.107674,0.510964,0.685947,0.859641,11329.9,6465.58,1.00232
"beta_language_std[9,6]",-1.43527,0.0011532,0.117619,0.116325,-1.62878,-1.43563,-1.24419,10535.0,5232.48,1.00039
"beta_language_std[9,7]",0.146935,0.00093222,0.105109,0.101046,-0.0231579,0.146654,0.323162,12901.4,5852.52,1.00248
"beta_language_std[9,8]",0.842253,0.000978828,0.107598,0.110485,0.668883,0.841559,1.01922,12401.9,6113.22,1.00108
"beta_language_std[9,9]",0.920525,0.000985818,0.111721,0.110377,0.73859,0.919838,1.1037,12980.9,5561.41,1.00162
"beta_language_std[9,10]",0.139713,0.000932923,0.105585,0.105881,-0.0339103,0.138785,0.310428,12921.7,5802.78,1.00044
"beta_language_std[9,11]",0.358159,0.000927339,0.0974707,0.0964068,0.198331,0.358345,0.519433,11212.1,6393.03,1.00034
"beta_language_std[9,12]",-2.93773,0.000996667,0.118101,0.117956,-3.13646,-2.93631,-2.7452,14227.7,6160.47,1.00207
"beta_language_std[10,1]",-0.303203,0.00125731,0.112641,0.114105,-0.489681,-0.30258,-0.117547,8362.52,5495.62,1.00064
"beta_language_std[10,2]",-0.199816,0.000845497,0.104351,0.10584,-0.369379,-0.199433,-0.0299672,15389.2,5889.23,1.00119
"beta_language_std[10,3]",1.90082,0.0011687,0.117382,0.116206,1.71251,1.89824,2.0987,10231.2,3956.05,1.00121
"beta_language_std[10,4]",0.124333,0.000939585,0.104784,0.104235,-0.0447931,0.125219,0.297253,12670.1,5804.87,1.00173
"beta_language_std[10,5]",0.966884,0.000927332,0.104378,0.102343,0.797491,0.966221,1.14374,12839.1,4598.46,1.0016
"beta_language_std[10,6]",-2.49289,0.00106945,0.121792,0.122744,-2.69361,-2.49136,-2.29588,13196.9,5378.79,0.9998
"beta_language_std[10,7]",0.489089,0.000893372,0.109128,0.110535,0.31073,0.489082,0.669403,15268.6,5710.9,1.00325
"beta_language_std[10,8]",0.496321,0.000968011,0.109363,0.108865,0.317353,0.496289,0.677803,12779.3,5323.31,1.00037
"beta_language_std[10,9]",1.28269,0.00184365,0.11271,0.110646,1.09219,1.28332,1.46681,3875.93,1115.37,1.00189
"beta_language_std[10,10]",0.562257,0.000936258,0.104593,0.104637,0.390538,0.562025,0.734245,12763.2,5822.1,1.00007
"beta_language_std[10,11]",0.414543,0.000991728,0.0999672,0.0975195,0.248549,0.415381,0.576067,10361.0,5539.2,1.00154
"beta_language_std[10,12]",-3.24103,0.00124457,0.116811,0.115324,-3.43789,-3.23851,-3.0538,8934.99,6225.1,1.00057
"beta_task_std[1,1]",-0.332757,0.000897329,0.086515,0.0864667,-0.476583,-0.333309,-0.189289,10220.0,4818.62,1.00083
"beta_task_std[1,2]",0.355301,0.00113184,0.104925,0.106486,0.181245,0.354893,0.529078,8719.95,5916.47,1.0007
"beta_task_std[1,3]",0.0670821,0.000982474,0.102139,0.102054,-0.0993406,0.0668445,0.235398,10917.1,6049.39,1.00313
"beta_task_std[1,4]",0.144674,0.00119396,0.0819666,0.0807073,0.0105381,0.143918,0.281,4978.24,930.306,1.00195
"beta_task_std[1,5]",0.210965,0.000936753,0.0850487,0.0829063,0.0767869,0.208429,0.354215,8435.23,6060.16,1.00006
"beta_task_std[1,6]",0.943781,0.00103942,0.0869668,0.0881828,0.804227,0.942163,1.08614,7157.07,6049.69,1.00037
"beta_task_std[1,7]",-1.38905,0.000649016,0.0638238,0.0633144,-1.4925,-1.38892,-1.28456,10193.0,6191.4,1.0015
"beta_task_std[2,1]",-0.397175,0.000761991,0.0887423,0.0884178,-0.544105,-0.397364,-0.25387,13813.3,5677.42,1.00202
"beta_task_std[2,2]",-0.0109214,0.000995392,0.101751,0.100096,-0.178607,-0.0101899,0.156368,10641.3,5995.97,0.99993
"beta_task_std[2,3]",0.150906,0.00114962,0.103633,0.102304,-0.0180668,0.151467,0.32419,8183.24,6120.29,1.00151
"beta_task_std[2,4]",0.134241,0.000871693,0.082668,0.0830727,-0.00331115,0.135487,0.269387,9220.4,6223.15,1.00045
"beta_task_std[2,5]",0.0683918,0.00116579,0.0941385,0.0940904,-0.0968653,0.074805,0.213695,6750.38,5873.02,1.00056
"beta_task_std[2,6]",0.741364,0.000820535,0.0863537,0.0866446,0.594764,0.743333,0.878386,11150.0,6195.65,1.00079
"beta_task_std[2,7]",-0.686806,0.000612783,0.0591994,0.0589593,-0.784585,-0.687337,-0.590337,9539.94,6071.34,1.00051
"beta_task_std[3,1]",-0.172494,0.000773843,0.083924,0.0848485,-0.310441,-0.172964,-0.0342184,12163.3,6066.41,1.0007
"beta_task_std[3,2]",0.462268,0.00106294,0.103585,0.101278,0.291078,0.46124,0.63268,9290.04,5995.75,1.0006
"beta_task_std[3,3]",-0.185592,0.000941967,0.102842,0.101705,-0.355976,-0.183825,-0.0175258,12247.6,5661.67,1.00097
"beta_task_std[3,4]",0.276456,0.00100241,0.0873809,0.0888945,0.135127,0.274781,0.423424,7688.35,6726.2,1.00159
"beta_task_std[3,5]",0.247553,0.00115633,0.088969,0.0901117,0.11214,0.24236,0.400973,5981.59,5685.25,1.00014
"beta_task_std[3,6]",0.896174,0.000951865,0.0846701,0.0858314,0.761384,0.895492,1.04016,8111.97,6274.74,1.00054
"beta_task_std[3,7]",-1.52436,0.000601867,0.0632361,0.0628178,-1.62832,-1.52459,-1.42122,11114.9,5743.08,1.00104
"beta_task_std[4,1]",-0.468591,0.000769191,0.0870403,0.0870783,-0.613257,-0.468606,-0.32559,12934.4,6211.21,1.00092
"beta_task_std[4,2]",-0.0456333,0.000957834,0.101445,0.100508,-0.212065,-0.0453734,0.120855,11595.3,6026.48,1.00149
"beta_task_std[4,3]",-0.21658,0.00102276,0.100576,0.102013,-0.382024,-0.215975,-0.0541385,9834.9,6132.98,1.00036
"beta_task_std[4,4]",0.0314416,0.00084604,0.0846206,0.0842394,-0.111333,0.0337696,0.167176,10114.1,5725.99,1.00121
"beta_task_std[4,5]",0.090675,0.000916745,0.0845406,0.0829656,-0.0520918,0.0940345,0.223232,8788.77,5888.27,1.00042
"beta_task_std[4,6]",0.893974,0.000832539,0.086661,0.0874964,0.752631,0.893136,1.03779,11094.2,5900.4,1.00079
"beta_task_std[4,7]",-0.285286,0.00061249,0.0593815,0.0593114,-0.38356,-0.285739,-0.188148,9485.1,6329.33,1.00108
"beta_task_std[5,1]",-0.375704,0.000893886,0.0908064,0.0910138,-0.5237,-0.37509,-0.225535,11135.9,5741.72,1.00144
"beta_task_std[5,2]",0.0111797,0.000925961,0.0997269,0.100433,-0.154426,0.0117705,0.173525,11722.4,6008.64,1.00005
"beta_task_std[5,3]",-0.300241,0.00109939,0.106848,0.105418,-0.476631,-0.30082,-0.126065,9488.27,5877.83,1.00177
"beta_task_std[5,4]",0.171299,0.000765372,0.0807477,0.0800574,0.0391098,0.17054,0.305844,11286.3,6144.61,1.00028
"beta_task_std[5,5]",0.30612,0.00164791,0.0984771,0.101242,0.152642,0.302798,0.473547,3499.04,4656.63,1.00077
"beta_task_std[5,6]",0.977376,0.00119766,0.0912664,0.092701,0.829961,0.975294,1.1268,5935.33,6074.34,0.999991
"beta_task_std[5,7]",-0.79003,0.000746633,0.0607818,0.0611239,-0.890446,-0.789036,-0.691143,6803.59,4286.07,1.00034
"beta_task_std[6,1]",0.200515,0.000957945,0.0853855,0.0875327,0.0612041,0.20091,0.341612,7974.49,1402.93,1.00051
"beta_task_std[6,2]",-0.217505,0.00114819,0.108073,0.108483,-0.398556,-0.215721,-0.0417001,8974.42,6160.07,1.00006
"beta_task_std[6,3]",0.191045,0.00102957,0.102648,0.102488,0.0245792,0.189708,0.360616,10023.7,5948.26,1.00178
"beta_task_std[6,4]",-0.0908077,0.0013082,0.09619,0.0979831,-0.249321,-0.0914233,0.0688969,5437.83,4681.99,1.00049
"beta_task_std[6,5]",0.0437673,0.0013605,0.0939662,0.0960481,-0.117662,0.0501318,0.185342,4756.32,5435.68,1.00064
"beta_task_std[6,6]",0.593112,0.00114425,0.0980169,0.0994995,0.430743,0.595187,0.750566,7332.85,5602.57,1.0009
"beta_task_std[6,7]",-0.720128,0.000568038,0.0584237,0.0580408,-0.816263,-0.719884,-0.625007,10636.7,6447.57,1.00048
